restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1021490-d17328090,Boulangerie Marie Blachere,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"CC Noyon, 60402 Noyon France",49.58332,3.00167,Claimed,,#16 of 23 Restaurants in Noyon,#16 of 26 places to eat in Noyon,Mid-range,€€-€€€,,,,,,N,N,N,,,,,4.5,3.0,All languages,3.0,2.0,1.0,0.0,0.0,0.0,,,,,,2018-04-23,2019-05-01
g1021490-d18154063,Atlantis,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"Avenue de Simone de Beauvoir ZAC du Mont Renaud, 60400 Noyon France",49.56991,2.97863,Unclaimed,,#11 of 23 Restaurants in Noyon,#11 of 26 places to eat in Noyon,"Cheap Eats, Chinese, Japanese, Asian",€,,"Dinner, Lunch","Asian, Chinese, Japanese, Vietnamese",,"Takeout, Reservations, Seating",N,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-22:30""], ""Tue"": [""12:00-14:00"", ""19:00-22:30""], ""Wed"": [""12:00-14:00"", ""19:00-22:30""], ""Thu"": [""12:00-14:00"", ""19:00-22:30""], ""Fri"": [""12:00-14:00"", ""19:00-22:30""], ""Sat"": [""12:00-14:00"", ""19:00-22:30""], ""Sun"": [""12:00-14:00"", ""19:00-22:30""]}",7.0,38.5,14.0,4.0,21.0,All languages,21.0,11.0,6.0,1.0,3.0,0.0,4.5,4.5,4.5,,,2016-03-25,2021-03-12
g1021490-d21272854,Dream Food,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"15 Rue Du Général De Gaulle À Noyon 60400, 60400 Noyon France",49.552605,3.046504,Unclaimed,,#20 of 23 Restaurants in Noyon,#20 of 26 places to eat in Noyon,"Pizza, Fast food",,,,"Pizza, Fast food",,,N,N,N,,,,,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2020-12-14,2021-05-24
g1021490-d21273370,Dream Food,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"15 rue du General de Gaulle, 60400 Noyon France",49.58228,3.00284,Unclaimed,,#19 of 23 Restaurants in Noyon,#19 of 26 places to eat in Noyon,"Mid-range, Pizza",€€-€€€,,"Lunch, Dinner",Pizza,,,N,N,N,"{""Mon"": [""11:00-23:00""], ""Tue"": [""11:00-23:00""], ""Wed"": [""11:00-23:00""], ""Thu"": [""11:00-23:00""], ""Fri"": [""11:00-23:45""], ""Sat"": [""11:00-23:45""], ""Sun"": [""18:00-23:45""]}",7.0,79.25,7.0,5.0,1.0,All languages,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2023-12-13,2023-12-31
g1021490-d21348490,L'Asiane,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"63 rue de Paris, 60400 Noyon France",49.579082,2.995711,Claimed,,#5 of 23 Restaurants in Noyon,#5 of 26 places to eat in Noyon,"Mid-range, Asian, Thai, Vegan Options",€€-€€€,€10-€20,,"Thai, Asian",Vegan Options,,N,Y,N,"{""Mon"": [], ""Tue"": [""11:30-14:00"", ""18:30-22:00""], ""Wed"": [""11:30-14:00"", ""18:30-22:00""], ""Thu"": [""11:30-14:00"", ""18:30-22:00""], ""Fri"": [""11:30-14:00"", ""18:30-22:30""], ""Sat"": [""11:30-14:00"", ""18:30-22:30""], ""Sun"": []}",5.0,31.0,10.0,5.0,50.0,All languages,50.0,45.0,5.0,0.0,0.0,0.0,5.0,5.0,5.0,,,2021-02-16,2021-06-05
g1021490-d2293326,Dame Journe,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"2 boulevard Mony, 60400 Noyon France",49.58241,3.003152,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#2 of 23 Restaurants in Noyon,#2 of 26 places to eat in Noyon,"Fine Dining, French, European",€€€€,,"Lunch, Dinner","French, European",,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service, Highchairs Available",N,N,N,,,,,4.5,174.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,4.0,,2023-01-14,2023-12-31
g1021490-d23217323,Tacos O'max,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"7 rue du Marechal Leclerc, 60400 Noyon France",49.58236,3.00482,Unclaimed,,,,"Mid-range, Mexican",€€-€€€,€6-€15,,Mexican,,,N,N,N,,,,,,,,,,,,,,,,,,,2023-03-30,
g1021490-d3850461,Le Comptoir des Templiers,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"81 boulevard Carnot, 60400 Noyon France",49.57841,3.004022,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 23 Restaurants in Noyon,#1 of 26 places to eat in Noyon,"Mid-range, French, European, Pub",€€-€€€,€19-€50,"Dinner, Breakfast, Lunch, Drinks, Brunch","French, European, Gastropub, Pub",,,N,N,N,,,,,4.5,201.0,English,5.0,1.0,3.0,0.0,0.0,1.0,4.5,4.0,4.5,3.5,,,2013-04-21
g1021490-d3937604,Buffalo Grill,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"Route Departementale 1032 Lieu-dit La Haye Juda, 60400 Noyon France",49.56991,2.97977,Claimed,,#18 of 23 Restaurants in Noyon,#18 of 26 places to eat in Noyon,"Mid-range, American, European",€€-€€€,,"Lunch, Dinner","European, American",,"Seating, Parking Available, Highchairs Available, Wheelchair Accessible, Free Wifi, Outdoor Seating, Validated Parking, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [""11:30-15:00"", ""18:00-21:00""], ""Tue"": [""11:30-15:00"", ""18:00-21:00""], ""Wed"": [""11:30-15:00"", ""18:00-21:00""], ""Thu"": [""11:30-15:00"", ""18:00-21:00""], ""Fri"": [""11:30-15:00"", ""18:00-21:00""], ""Sat"": [""11:30-21:00""], ""Sun"": [""11:30-21:00""]}",7.0,51.5,12.0,3.0,116.0,English,3.0,0.0,3.0,0.0,0.0,0.0,3.0,3.5,3.0,2.5,,2013-07-19,
g1021490-d4548056,Bistrot D'en Face,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"76 rue de Paris, 60400 Noyon France",49.57881,2.994827,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#4 of 23 Restaurants in Noyon,#4 of 26 places to eat in Noyon,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,"{""Mon"": [], ""Tue"": [""09:30-14:00""], ""Wed"": [""09:30-14:00""], ""Thu"": [""09:30-14:00""], ""Fri"": [""09:30-14:00""], ""Sat"": [""09:30-21:00""], ""Sun"": [""09:30-13:30""]}",6.0,33.5,6.0,4.5,159.0,All languages,159.0,89.0,52.0,9.0,2.0,7.0,4.5,4.5,4.5,4.0,,2020-02-08,
g1021490-d6402171,Le Galway,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"13 Place Aristide Briand, 60400 Noyon France",49.581398,2.998672,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2017",#10 of 23 Restaurants in Noyon,#10 of 26 places to eat in Noyon,"Mid-range, French, Bar, Pub",€€-€€€,€11-€20,"Lunch, Dinner, After-hours, Drinks","French, Bar, Pub",,,N,N,N,"{""Mon"": [""10:00-15:00""], ""Tue"": [""10:00-15:00""], ""Wed"": [""10:00-22:00""], ""Thu"": [""10:00-00:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-15:00""], ""Sun"": []}",6.0,55.0,6.0,4.0,74.0,English,8.0,1.0,3.0,4.0,0.0,0.0,4.0,4.0,4.0,,,2018-04-05,2022-05-30
g1021490-d6912434,Le Chateau du Dragon d'Or,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"4 Place de la Republique, 60400 Noyon France",49.58197,3.00388,Unclaimed,,#22 of 23 Restaurants in Noyon,#22 of 26 places to eat in Noyon,"Mid-range, Chinese, Asian",€€-€€€,,,"Chinese, Asian",,Reservations,N,N,N,,,,,3.0,9.0,English,2.0,1.0,0.0,0.0,0.0,1.0,,,,,,2010-09-14,2010-09-15
g1021490-d7045284,Aux Délices De L'orient,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"27 Place Bertrand Labarre, 60400 Noyon France",49.5808,3.00002,Unclaimed,,#9 of 23 Restaurants in Noyon,#9 of 26 places to eat in Noyon,"Mid-range, Moroccan, Mediterranean, Deli",€€-€€€,,Lunch,"Moroccan, Mediterranean, Deli",Vegetarian Friendly,,Y,N,N,,,,,5.0,33.0,English,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,,,2011-05-01,2014-12-12
g1021490-d7739564,Le Comptoir du Malt,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"avenue de la Liberte Zac du Mont Renaud ZAC du Mont Renaud, 60400 Noyon France",49.56919,2.981308,Claimed,,#6 of 23 Restaurants in Noyon,#6 of 26 places to eat in Noyon,"Mid-range, French, Bar, Vegetarian Friendly",€€-€€€,€15-€25,,"French, Bar",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""10:30-15:30"", ""18:00-23:30""], ""Tue"": [""10:30-15:30"", ""18:00-23:30""], ""Wed"": [""10:30-15:30"", ""18:00-23:30""], ""Thu"": [""10:30-15:30"", ""18:00-23:30""], ""Fri"": [""10:30-15:30"", ""18:00-23:30""], ""Sat"": [""10:30-15:30"", ""18:00-23:30""], ""Sun"": [""10:30-15:30"", ""18:00-23:30""]}",7.0,73.5,14.0,3.5,340.0,English,9.0,2.0,4.0,1.0,2.0,0.0,3.5,4.0,3.5,4.5,,2017-04-15,2018-09-19
g1021490-d8297446,McDonald's,"[""Europe"", ""France"", ""Hauts-de-France"", ""Oise"", ""Noyon""]",France,Hauts-de-France,Oise,Noyon,"Voie Communale ZAC du Mont Renaud Zone Commerciale Sud Zone D'Activité, 60400 Noyon France",49.569714,2.980518,Claimed,,#23 of 23 Restaurants in Noyon,#24 of 26 places to eat in Noyon,Fast food,,,"Lunch, Dinner",Fast food,,"Takeout, Seating, Table Service",N,N,N,"{""Mon"": [""10:30-22:00""], ""Tue"": [""10:30-22:00""], ""Wed"": [""10:30-22:00""], ""Thu"": [""10:30-22:00""], ""Fri"": [""10:30-23:00""], ""Sat"": [""10:30-23:00""], ""Sun"": [""10:30-22:00""]}",7.0,82.5,7.0,1.5,19.0,All languages,19.0,0.0,1.0,2.0,1.0,15.0,,,,,,2018-08-16,2022-01-05
g1021492-d10043677,La Petite Ferme,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Le Pré, 73530 Saint-Sorlin-d'Arves France",45.221058,6.229504,Claimed,"Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#7 of 22 Restaurants in Saint-Sorlin-d'Arves,#7 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, Brew Pub, Pub",€€-€€€,€4-€25,"Lunch, Dinner, After-hours, Drinks","French, Brew Pub, Street Food, Pub",,,N,N,N,"{""Mon"": [""08:00-02:00""], ""Tue"": [""08:00-02:00""], ""Wed"": [""08:00-02:00""], ""Thu"": [""08:00-02:00""], ""Fri"": [""08:00-02:00""], ""Sat"": [""08:00-02:00""], ""Sun"": [""08:00-02:00""]}",7.0,126.0,7.0,4.0,142.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.5,4.0,,,2012-05-07,2016-04-15
g1021492-d1339022,Le Centre,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"567 Chemin du Pre, 73530 Saint-Sorlin-d'Arves France",45.221466,6.230683,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019",#11 of 22 Restaurants in Saint-Sorlin-d'Arves,#11 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Highchairs Available, Wheelchair Accessible",N,N,N,,,,,4.0,133.0,English,4.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,4.0,4.0,,,2016-06-02
g1021492-d1339023,Le Choucas,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Chemin du Choucas, 73530 Saint-Sorlin-d'Arves France",45.22035,6.22549,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#6 of 22 Restaurants in Saint-Sorlin-d'Arves,#6 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French",€€-€€€,€9-€30,"Lunch, Dinner, Drinks",French,,,N,N,N,"{""Mon"": [""10:00-18:00""], ""Tue"": [""10:00-18:00""], ""Wed"": [""10:00-18:00""], ""Thu"": [""01:00-18:00""], ""Fri"": [""10:00-18:00""], ""Sat"": [""10:00-15:00""], ""Sun"": [""10:00-18:00""]}",7.0,62.0,7.0,4.5,124.0,English,4.0,3.0,0.0,1.0,0.0,0.0,4.5,4.5,4.5,4.5,,2017-11-28,
g1021492-d1339024,Le Tetras,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"La Balme, 73530 Saint-Sorlin-d'Arves France",45.203674,6.201247,Claimed,Certificate of Excellence 2017,#18 of 22 Restaurants in Saint-Sorlin-d'Arves,#18 of 22 places to eat in Saint-Sorlin-d'Arves,"Cheap Eats, French, Bar, Pub",€,,Lunch,"French, Bar, Pub",,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,,,,,4.0,81.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.5,4.0,,,2010-02-10,2011-01-07
g1021492-d1339038,L'Avalanche restaurant,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"La Ville, 73530 Saint-Sorlin-d'Arves France",45.221786,6.231936,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 22 Restaurants in Saint-Sorlin-d'Arves,#2 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,€20-€35,,"French, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:00"", ""18:30-21:30""], ""Tue"": [""12:00-14:00"", ""18:30-21:30""], ""Wed"": [""12:00-14:00"", ""18:30-21:30""], ""Thu"": [""12:00-14:00"", ""18:30-21:30""], ""Fri"": [""12:00-14:00"", ""18:30-21:30""], ""Sat"": [""12:00-14:00"", ""18:30-21:30""], ""Sun"": [""12:00-14:00"", ""18:30-21:30""]}",7.0,35.0,14.0,4.5,405.0,English,11.0,9.0,1.0,1.0,0.0,0.0,4.5,4.5,4.5,4.0,,2018-01-05,2019-08-17
g1021492-d2067106,Restaurant d'Altitude Le Saint S'O,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"A Cote Reservoir Eau La Balme, 73530 Saint-Sorlin-d'Arves France",45.204144,6.201019,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017",#12 of 22 Restaurants in Saint-Sorlin-d'Arves,#12 of 22 places to eat in Saint-Sorlin-d'Arves,"Cheap Eats, French",€,,Lunch,French,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,115.0,English,6.0,1.0,5.0,0.0,0.0,0.0,4.0,4.5,4.0,4.0,,2016-08-29,2019-07-23
g1021492-d2203988,L'Auberge des Turins,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"route du Col de la Croix de Fer, 73530 Saint-Sorlin-d'Arves France",45.223408,6.216125,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#3 of 22 Restaurants in Saint-Sorlin-d'Arves,#3 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, European",€€-€€€,€10-€40,"Lunch, Dinner, Drinks","French, European",,,N,N,N,"{""Mon"": [""10:00-21:00""], ""Tue"": [""10:00-21:00""], ""Wed"": [""10:00-21:00""], ""Thu"": [""10:00-21:00""], ""Fri"": [""10:00-21:00""], ""Sat"": [""10:00-21:00""], ""Sun"": [""10:00-17:00""]}",7.0,73.0,7.0,4.5,209.0,English,3.0,0.0,3.0,0.0,0.0,0.0,4.5,4.5,4.5,4.0,,2016-07-10,2016-09-18
g1021492-d2440479,La Bergerie,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"route du Plan du Moulin, 73530 Saint-Sorlin-d'Arves France",45.208202,6.21763,Claimed,Certificate of Excellence 2017,#15 of 22 Restaurants in Saint-Sorlin-d'Arves,#15 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French",€€-€€€,€2-€17,Lunch,French,,,N,N,N,,,,,4.0,71.0,All languages,71.0,32.0,27.0,6.0,3.0,3.0,4.0,4.0,4.0,5.0,,2017-04-25,2018-02-19
g1021492-d2632136,Le Cerf au Bois d'Argent,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Chalet Hotel la Balme Chemin des près plans, 73530 Saint-Sorlin-d'Arves France",45.216366,6.225217,Claimed,"Certificate of Excellence 2017, Certificate of Excellence 2015",#14 of 22 Restaurants in Saint-Sorlin-d'Arves,#14 of 22 places to eat in Saint-Sorlin-d'Arves,"Fine Dining, French",€€€€,€15-€44,"Lunch, Dinner, Drinks, Breakfast",French,,,N,N,N,"{""Mon"": [], ""Tue"": [], ""Wed"": [""12:00-21:00""], ""Thu"": [""12:00-21:00""], ""Fri"": [""12:00-21:00""], ""Sat"": [""12:00-21:00""], ""Sun"": [""12:00-21:00""]}",5.0,45.0,5.0,4.5,82.0,English,3.0,2.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,2020-03-09,2020-04-21
g1021492-d2632603,Les Neiges,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Champrond, 73530 Saint-Sorlin-d'Arves France",45.22125,6.230544,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014",#5 of 22 Restaurants in Saint-Sorlin-d'Arves,#5 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, Bar, Contemporary",€€-€€€,€10-€28,"Lunch, Dinner, Drinks","Bar, French, Contemporary",,,N,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,98.0,7.0,4.5,202.0,English,3.0,3.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,2020-09-10,2021-12-17
g1021492-d2657962,La Table de Féroníe,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Pierre Aigue, 73530 Saint-Sorlin-d'Arves France",45.221943,6.224167,Claimed,"Certificate of Excellence 2016, Certificate of Excellence 2015",#9 of 22 Restaurants in Saint-Sorlin-d'Arves,#9 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, European, Gastropub",€€-€€€,€15-€40,"Dinner, Lunch, After-hours","French, European, Gastropub",,,N,N,N,"{""Mon"": [], ""Tue"": [""12:00-15:00"", ""18:00-23:00""], ""Wed"": [""12:00-15:00"", ""18:00-23:00""], ""Thu"": [""12:00-15:00"", ""18:00-23:00""], ""Fri"": [""12:00-15:00"", ""18:00-23:00""], ""Sat"": [""12:00-15:00"", ""18:00-23:00""], ""Sun"": [""12:00-15:00"", ""18:00-23:00""]}",6.0,48.0,12.0,4.5,148.0,English,3.0,2.0,0.0,0.0,0.0,1.0,4.5,4.5,4.0,4.5,,2022-11-17,2023-12-31
g1021492-d3547359,Chalet du Col de la Croix de Fer,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"route du Col de la Croix de Fer, 73530 Saint-Sorlin-d'Arves France",45.22749,6.20332,Unclaimed,,#22 of 22 Restaurants in Saint-Sorlin-d'Arves,#22 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French",€€-€€€,,Lunch,French,,Seating,N,N,N,,,,,3.0,20.0,English,3.0,0.0,2.0,1.0,0.0,0.0,3.5,3.0,3.0,,,,2023-05-16
g1021492-d4130667,Le Chalet du Moulin,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"route du Plan du Moulin Saint Sorlin D'arves, 73530 Saint-Sorlin-d'Arves France",45.217674,6.22956,Claimed,,#21 of 22 Restaurants in Saint-Sorlin-d'Arves,#21 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, Deli, Diner",€€-€€€,€9-€29,"Drinks, Lunch, Dinner","French, Deli, Diner",,,N,N,N,"{""Mon"": [""10:00-09:30""], ""Tue"": [""10:00-09:30""], ""Wed"": [""10:00-09:30""], ""Thu"": [""10:00-09:30""], ""Fri"": [""10:00-09:30""], ""Sat"": [""10:00-09:30""], ""Sun"": [""10:00-09:30""]}",7.0,164.5,7.0,4.0,44.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.5,4.0,4.0,,2017-03-31,2019-01-18
g1021492-d4567282,Le Trappeur,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Lieu-dit Turin, 73530 Saint-Sorlin-d'Arves France",45.22314,6.21607,Claimed,,#20 of 22 Restaurants in Saint-Sorlin-d'Arves,#20 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French, Deli",€€-€€€,,"Breakfast, Lunch, Dinner","French, Deli",,"Reservations, Seating, Table Service, Serves Alcohol",N,N,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7.0,167.88333333333333,7.0,4.0,41.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.5,4.5,4.0,4.5,,2016-11-20,2020-02-09
g1021492-d4605649,Le Grand Mont,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Saint-Sorlin-d'Arves""]",France,Auvergne-Rhone-Alpes,Savoie,Saint-Sorlin-d'Arves,"Résidence les Fermés de Saint-Sorlin, 73530 Saint-Sorlin-d'Arves France",45.221268,6.219244,Claimed,,#17 of 22 Restaurants in Saint-Sorlin-d'Arves,#17 of 22 places to eat in Saint-Sorlin-d'Arves,"Mid-range, French",€€-€€€,,"Lunch, Dinner, After-hours",French,,"Takeout, Reservations, Seating, Serves Alcohol, Table Service, Outdoor Seating",N,N,N,"{""Mon"": [""09:00-23:00""], ""Tue"": [""09:00-23:00""], ""Wed"": [""09:00-23:00""], ""Thu"": [""09:00-23:00""], ""Fri"": [""09:00-23:00""], ""Sat"": [""09:00-23:00""], ""Sun"": [""09:00-23:00""]}",7.0,98.0,7.0,4.0,109.0,All languages,109.0,67.0,20.0,6.0,5.0,11.0,4.0,4.0,4.0,4.5,,2013-04-19,2015-05-11
